Committee_Name,Report_Year,Report_Type,Is Amendment,, 
COMM TO ELECT TED MCENTIRE DIST CT JUDGE,2016,Fourth Quarter,,,
COMM TO ELECT TED MCENTIRE DIST CT JUDGE,2016,Second Quarter,,,
COMM TO ELECT TED MCENTIRE DIST CT JUDGE,2016,Third Quarter,,,
COMM TO ELECT TED MCENTIRE DIST CT JUDGE,2019,Year End Semi-Annual,X,,
COMM TO ELECT TED MCENTIRE DIST CT JUDGE,2020,Fourth Quarter,,,
COMM TO ELECT TESSA SHELTON SELLERS,2015,Organizational,,,
COMM TO ELECT TESSA SHELTON SELLERS,2015,Year End Semi-Annual,,,
COMM TO ELECT TESSA SHELTON SELLERS,2016,Mid Year Semi-Annual,,,
COMM TO ELECT TESSA SHELTON SELLERS,2018,Year End Semi-Annual,,,
COMM TO ELECT TESSA SHELTON SELLERS,2020,Fourth Quarter,,,
COMM TO ELECT TESSA SHELTON SELLERS,2020,Mid Year Semi-Annual,,,
COMM TO ELECT THOMAS E WRIGHT,2000,Second Quarter,X,,
COMM TO ELECT TIFFANY WHITFIELD,2015,Organizational,,,
COMM TO ELECT TIFFANY WHITFIELD,2016,Second Quarter,,,
COMM TO ELECT TIFFANY WHITFIELD,2016,Third Quarter,X,,
COMM TO ELECT TIFFANY WHITFIELD,2019,Year End Semi-Annual,X,,
COMM TO ELECT TIFFANY WHITFIELD,2020,Mid Year Semi-Annual,,,
COMM TO ELECT TIFFANY WHITFIELD,2020,Second Quarter,,,
COMM TO ELECT TIGRESS QUEEN GET ER DONE MCDANIEL,2014,First Quarter,X,,
COMM TO ELECT TIGRESS QUEEN GET ER DONE MCDANIEL,2014,Fourth Quarter,,,
COMM TO ELECT TIGRESS QUEEN GET ER DONE MCDANIEL,2016,Mid Year Semi-Annual,,,
COMM TO ELECT TIGRESS QUEEN GET ER DONE MCDANIEL,2016,Year End Semi-Annual,,,
COMM TO ELECT TIM MCNEILL,2011,Organizational,,,
COMM TO ELECT TIM MCNEILL,2012,Third Quarter,,,
COMM TO ELECT TIM MOFFITT,2010,Third Quarter,,,
COMM TO ELECT TIM MOFFITT,2011,Mid Year Semi-Annual,X,,
COMM TO ELECT TIM MOFFITT,2012,Fourth Quarter,,,
COMM TO ELECT TIM MOFFITT,2012,Third Quarter,,,
COMM TO ELECT TIM MOFFITT,2013,Mid Year Semi-Annual,,,
COMM TO ELECT TIM MOFFITT,2014,First Quarter,,,
COMM TO ELECT TIM MOFFITT,2014,Fourth Quarter,,,
COMM TO ELECT TIM MOFFITT,2014,Second Quarter,,,
COMM TO ELECT TIM MOFFITT,2014,Third Quarter,,,
COMM TO ELECT TIM MOFFITT,2014,Third Quarter,X,,
COMM TO ELECT TIMOTHY KARAN,2012,Organizational,,,
COMM TO ELECT TODD AUSBORN,2016,Mid Year Semi-Annual,,,
COMM TO ELECT TOMAKIO S GAUSE,2012,First Quarter,,,
COMM TO ELECT TOMAKIO S GAUSE,2012,Fourth Quarter,,,
COMM TO ELECT TOMAKIO S GAUSE,2012,Organizational,,,
COMM TO ELECT TOMAKIO S GAUSE,2012,Second Quarter,,,
COMM TO ELECT TOMAKIO S GAUSE,2012,Third Quarter,,,
COMM TO ELECT TOMAKIO S GAUSE,2013,Mid Year Semi-Annual,,,
COMM TO ELECT TOMAKIO S GAUSE,2013,Year End Semi-Annual,,,
COMM TO ELECT TOMAKIO S GAUSE,2014,Mid Year Semi-Annual,,,
COMM TO ELECT TOMAKIO S GAUSE,2014,Year End Semi-Annual,,,
COMM TO ELECT TOMMY POLLARD,2006,Final,X,,
COMM TO ELECT TOMMY POLLARD,2006,First Quarter,X,,
COMM TO ELECT TOMMY POLLARD,2006,Second Quarter,X,,
COMM TO ELECT TONI MORRIS FOR NC SENATE DIST 19,2016,First Quarter,X,,
COMM TO ELECT TONI MORRIS FOR NC SENATE DIST 19,2019,Final,,,
COMM TO ELECT TONYA LACEWELL TURNER,2010,First Quarter,,,
COMM TO ELECT TRAVIS WILSON,2018,Final,,,
COMM TO ELECT TROYER,2012,Organizational,,,
COMM TO ELECT TROYER,2012,Organizational,X,,
COMM TO ELECT TY RICHARDSON,2011,Mid Year Semi-Annual,,,
COMM TO ELECT VALENE FRANCO,2013,Organizational,,,
COMM TO ELECT VALENE FRANCO,2013,Year End Semi-Annual,,,
COMM TO ELECT VALENE FRANCO,2014,First Quarter,,,
COMM TO ELECT VALENE FRANCO,2014,Fourth Quarter,,,
COMM TO ELECT VALENE FRANCO,2014,Second Quarter,,,
COMM TO ELECT VALENE FRANCO,2014,Third Quarter,,,
COMM TO ELECT VALENE FRANCO,2016,First Quarter,,,
COMM TO ELECT VALENE FRANCO,2017,Special,,,
COMM TO ELECT VANESSA MCGEE SMITH-KEARNEY,2007,Year End Semi-Annual,,,
COMM TO ELECT VANESSA MCGEE SMITH-KEARNEY,2008,Organizational,X,,
COMM TO ELECT VERNON K STEWART,2012,First Quarter,,,
COMM TO ELECT VERNON K STEWART,2012,Fourth Quarter,,,
COMM TO ELECT VERNON K STEWART,2012,Organizational,,,
COMM TO ELECT VERNON K STEWART,2012,Organizational,X,,
COMM TO ELECT VERNON K STEWART,2012,Second Quarter,,,
COMM TO ELECT VERNON K STEWART,2012,Third Quarter,,,
COMM TO ELECT VERNON K STEWART,2013,Mid Year Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2013,Year End Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2014,Mid Year Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2014,Mid Year Semi-Annual,X,,
COMM TO ELECT VERNON K STEWART,2014,Year End Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2015,Year End Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2016,First Quarter,X,,
COMM TO ELECT VERNON K STEWART,2018,Mid Year Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2018,Year End Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2019,Mid Year Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2019,Year End Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2020,Mid Year Semi-Annual,,,
COMM TO ELECT VERNON K STEWART,2020,Year End Semi-Annual,,,
COMM TO ELECT VERNON MALONE,2000,First Quarter,,,
COMM TO ELECT VERNON MALONE,2000,Fourth Quarter,,,
COMM TO ELECT VERNON MALONE,2000,Second Quarter,,,
COMM TO ELECT VERNON MALONE,2000,Third Quarter,,,
COMM TO ELECT VERNON MALONE,2001,Mid Year Semi-Annual,,,
COMM TO ELECT VERNON MALONE,2001,Year End Semi-Annual,,,
COMM TO ELECT VERNON MALONE,2002,Fourth Quarter,,,
COMM TO ELECT VERNON MALONE,2002,Fourth Quarter,X,,
COMM TO ELECT VERNON MALONE,2002,Interim,X,,
COMM TO ELECT VERNON MALONE,2002,Third Quarter,,,
COMM TO ELECT VERNON MALONE,2003,Mid Year Semi-Annual,,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,First Quarter,,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,Fourth Quarter,X,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,Organizational,X,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,Second Quarter,,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,Second Quarter,X,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,Third Quarter,,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2012,Third Quarter,X,,
COMM TO ELECT VERSHENIA BALLANCE MOODY,2019,Final,,,
COMM TO ELECT VICTOR MARKS,2002,Final,,,
COMM TO ELECT VIOLET RHINEHART,2010,Organizational,,,
COMM TO ELECT W ROB LEWIS  II JUDGE,2010,First Quarter,,,
COMM TO ELECT W ROB LEWIS  II JUDGE,2010,Fourth Quarter,,,
COMM TO ELECT W ROB LEWIS  II JUDGE,2010,Organizational,,,
COMM TO ELECT W ROB LEWIS  II JUDGE,2010,Second Quarter,,,
COMM TO ELECT W ROB LEWIS  II JUDGE,2010,Third Quarter,,,
COMM TO ELECT W ROB LEWIS  II JUDGE,2011,Final,X,,
COMM TO ELECT W. DAVID MCSHEEHAN,2004,Year End Semi-Annual,,,
COMM TO ELECT WADE FOWLER,2010,Final,,,
COMM TO ELECT WADE FOWLER,2010,First Quarter,,,
COMM TO ELECT WADE FOWLER,2010,Organizational,,,
COMM TO ELECT WADE FOWLER,2010,Organizational,X,,
COMM TO ELECT WADE FOWLER,2010,Second Quarter,,,
COMM TO ELECT WADE FOWLER,2010,Third Quarter,,,
COMM TO ELECT WALLY WHITE,2018,First Quarter,,,
COMM TO ELECT WALTER B RAND FOR JUDGE,2009,Mid Year Semi-Annual,,,
COMM TO ELECT WALTER B RAND FOR JUDGE,2009,Year End Semi-Annual,,,
COMM TO ELECT WALTER B RAND FOR JUDGE,2012,Fourth Quarter,,,
COMM TO ELECT WALTER B RAND FOR JUDGE,2012,Third Quarter,,,
COMM TO ELECT WALTER SMITH,2012,Organizational,,,
COMM TO ELECT WALTER SMITH,2013,Mid Year Semi-Annual,,,
COMM TO ELECT WALTER SMITH,2016,Third Quarter,X,,
COMM TO ELECT WAYNE BOYETTE DISTRICT JUDGE,2017,Special,,,
COMM TO ELECT WAYNE HOLLOMAN,2000,First Quarter,X,,
COMM TO ELECT WAYNE HOLLOMAN,2000,Organizational,X,,
COMM TO ELECT WAYNE TROUTMAN,2000,First Quarter,X,,
COMM TO ELECT WAYNE TROUTMAN,2000,Fourth Quarter,X,,
COMM TO ELECT WAYNE TROUTMAN,2000,Second Quarter,X,,
COMM TO ELECT WAYNE TROUTMAN,2000,Third Quarter,,,
COMM TO ELECT WAYNE TROUTMAN,2001,Mid Year Semi-Annual,,,
COMM TO ELECT WAYNE TROUTMAN,2001,Year End Semi-Annual,X,,
COMM TO ELECT WAYNE TROUTMAN,2002,Fourth Quarter,,,
COMM TO ELECT WAYNE TROUTMAN,2002,Mid Year Semi-Annual,,,
COMM TO ELECT WAYNE TROUTMAN,2002,Second Quarter,,,
COMM TO ELECT WENDY HAZELTON FOR DIST CT JUDGE,2015,Organizational,X,,
COMM TO ELECT WENDY M ENOCHS,2010,First Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2010,First Quarter,X,,
COMM TO ELECT WENDY M ENOCHS,2010,Fourth Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2010,Organizational,,,
COMM TO ELECT WENDY M ENOCHS,2010,Second Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2010,Third Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2013,Year End Semi-Annual,,,
COMM TO ELECT WENDY M ENOCHS,2013,Year End Semi-Annual,X,,
COMM TO ELECT WENDY M ENOCHS,2014,First Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2014,Fourth Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2014,Second Quarter,,,
COMM TO ELECT WENDY M ENOCHS,2014,Third Quarter,,,
COMM TO ELECT WENDY MELTON ENOCHS,2003,Year End Semi-Annual,,,
COMM TO ELECT WIL NEUMANN,2008,Fourth Quarter,,,
COMM TO ELECT WILL CATHEY DA,2006,Organizational,,,
COMM TO ELECT WILLIAM C TUCKER,2018,Final,,,
COMM TO ELECT WILLIAM G STEWART,2010,Mid Year Semi-Annual,,,
COMM TO ELECT WILLIAM G STEWART,2010,Year End Semi-Annual,,,
COMM TO ELECT WILLIAM G STEWART,2011,Mid Year Semi-Annual,,,
COMM TO ELECT WILLIAM G STEWART,2011,Year End Semi-Annual,,,
COMM TO ELECT WILLIAM G STEWART,2012,First Quarter,,,
COMM TO ELECT WILLIAM OSBORNE,2012,Organizational,,,
COMM TO ELECT WILLIAM SOLOMON,2012,Fourth Quarter,X,,
COMM TO ELECT WILLIAM SOLOMON,2012,Second Quarter,,,
COMM TO ELECT WILLIAM SOLOMON,2012,Third Quarter,X,,
COMM TO ELECT WILLIAM SOLOMON,2013,First Quarter,,,
COMM TO ELECT WILLIAM SOLOMON,2013,Second Quarter,,,
COMM TO ELECT WILLIAM SOLOMON,2013,Year End Semi-Annual,,,
COMM TO ELECT WILLIAM SOLOMON,2014,Fourth Quarter,,,
COMM TO ELECT WILLIAM SOLOMON,2014,Mid Year Semi-Annual,,,
COMM TO ELECT WILLIAM SOLOMON,2014,Third Quarter,,,
COMM TO ELECT WILLIAM SOLOMON,2014,Year End Semi-Annual,,,
COMM TO ELECT WILLIAM SOLOMON,2015,Mid Year Semi-Annual,,,
COMM TO ELECT WILLIAM SOLOMON,2015,Year End Semi-Annual,,,
COMM TO ELECT WILLIAM SOLOMON,2016,Mid Year Semi-Annual,,,
COMM TO ELECT WILLIAM SOLOMON,2016,Year End Semi-Annual,,,
COMM TO ELECT WILLIE RAY STARLING,2000,First Quarter,X,,
COMM TO ELECT WILLIE RAY STARLING,2000,Second Quarter,X,,
COMM TO ELECT WILLIE RAY STARLING,2000,Third Quarter,X,,
COMM TO ELECT YOLANDA TROTMAN,2014,Organizational,,,
COMM TO ELECT YOLANDA TROTMAN,2014,Third Quarter,X,,
COMM TO KEEP ANDREW WOMBLE DA,2013,Organizational,,,
COMM TO KEEP ANDREW WOMBLE DA,2014,First Quarter,,,
COMM TO KEEP ANDREW WOMBLE DA,2014,Fourth Quarter,,,
COMM TO KEEP ANDREW WOMBLE DA,2014,Second Quarter,,,
COMM TO KEEP ANDREW WOMBLE DA,2014,Third Quarter,,,
COMM TO KEEP ANDREW WOMBLE DA,2017,Special,,,
COMM TO KEEP BRENDA BRANCH DIST CT JUDGE,2011,Year End Semi-Annual,,,
COMM TO KEEP BRENDA BRANCH DIST CT JUDGE,2012,Year End Semi-Annual,X,,
COMM TO KEEP BRENDA GREEN BRANCH DISTRICT COURT JUDGE,2020,Fourth Quarter,,,
COMM TO KEEP BRENDA GREEN BRANCH DISTRICT COURT JUDGE,2020,Second Quarter,,,
COMM TO KEEP JUDGE CALVIN HILL,2012,First Quarter,,,
COMM TO KEEP JUDGE CALVIN HILL,2012,Fourth Quarter,,,
COMM TO KEEP JUDGE CALVIN HILL,2012,Second Quarter,,,
COMM TO KEEP JUDGE CALVIN HILL,2012,Third Quarter,,,
COMM TO KEEP JUDGE CALVIN HILL,2013,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE CASEY VISER,2014,First Quarter,,,
COMM TO KEEP JUDGE CASEY VISER,2014,Fourth Quarter,,,
COMM TO KEEP JUDGE CASEY VISER,2014,Fourth Quarter,X,,
COMM TO KEEP JUDGE CASEY VISER,2014,Organizational,,,
COMM TO KEEP JUDGE CASEY VISER,2014,Second Quarter,,,
COMM TO KEEP JUDGE CASEY VISER,2014,Third Quarter,,,
COMM TO KEEP JUDGE CASEY VISER,2014,Third Quarter,X,,
COMM TO KEEP JUDGE CASEY VISER,2017,Special,,,
COMM TO KEEP JUDGE DIAZ,2002,First Quarter,,,
COMM TO KEEP JUDGE DIAZ,2002,First Quarter,X,,
COMM TO KEEP JUDGE DIAZ,2002,Fourth Quarter,X,,
COMM TO KEEP JUDGE DIAZ,2002,Interim,X,,
COMM TO KEEP JUDGE DIAZ,2002,Second Quarter,X,,
COMM TO KEEP JUDGE DIAZ,2002,Third Quarter,X,,
COMM TO KEEP JUDGE DIAZ,2003,Final,X,,
COMM TO KEEP JUDGE DON STEPHENS,2012,First Quarter,,,
COMM TO KEEP JUDGE DON STEPHENS,2012,Organizational,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2012,First Quarter,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2012,Fourth Quarter,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2012,Second Quarter,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2012,Third Quarter,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2017,Mid Year Semi-Annual,X,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2017,Year End Semi-Annual,X,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2019,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2019,Year End Semi-Annual,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2020,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE EADY-WILLIAMS,2020,Year End Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2009,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2009,Year End Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2010,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2010,Year End Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2011,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2011,Year End Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2012,First Quarter,,,
COMM TO KEEP JUDGE FINE,2012,Fourth Quarter,,,
COMM TO KEEP JUDGE FINE,2012,Fourth Quarter,X,,
COMM TO KEEP JUDGE FINE,2012,Second Quarter,,,
COMM TO KEEP JUDGE FINE,2012,Third Quarter,,,
COMM TO KEEP JUDGE FINE,2013,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2013,Year End Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2014,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2014,Year End Semi-Annual,,,
COMM TO KEEP JUDGE FINE,2015,Year End Semi-Annual,X,,
COMM TO KEEP JUDGE FINE,2016,First Quarter,,,
COMM TO KEEP JUDGE FINE,2016,Second Quarter,X,,
COMM TO KEEP JUDGE FINE,2020,Fourth Quarter,,,
COMM TO KEEP JUDGE FINE,2020,Fourth Quarter,X,,
COMM TO KEEP JUDGE FINE,2020,Second Quarter,,,
COMM TO KEEP JUDGE KEY,2002,Fourth Quarter,,,
COMM TO KEEP JUDGE KEY,2003,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE KEY,2010,First Quarter,,,
COMM TO KEEP JUDGE KEY,2010,Fourth Quarter,,,
COMM TO KEEP JUDGE KEY,2010,Second Quarter,,,
COMM TO KEEP JUDGE KEY,2010,Third Quarter,,,
COMM TO KEEP JUDGE KEY,2011,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE KEY,2014,First Quarter,,,
COMM TO KEEP JUDGE KEY,2014,First Quarter,X,,
COMM TO KEEP JUDGE MANGUM,2009,Organizational,,,
COMM TO KEEP JUDGE MANGUM,2009,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2010,First Quarter,,,
COMM TO KEEP JUDGE MANGUM,2010,Fourth Quarter,,,
COMM TO KEEP JUDGE MANGUM,2010,Second Quarter,,,
COMM TO KEEP JUDGE MANGUM,2010,Third Quarter,,,
COMM TO KEEP JUDGE MANGUM,2010,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2011,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2011,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2012,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2012,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2013,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2013,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2014,First Quarter,,,
COMM TO KEEP JUDGE MANGUM,2014,Fourth Quarter,,,
COMM TO KEEP JUDGE MANGUM,2014,Second Quarter,,,
COMM TO KEEP JUDGE MANGUM,2014,Third Quarter,,,
COMM TO KEEP JUDGE MANGUM,2017,Special,,,
COMM TO KEEP JUDGE MANGUM,2018,Fourth Quarter,,,
COMM TO KEEP JUDGE MANGUM,2019,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2019,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2020,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE MANGUM,2020,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MARVIN BLOUNT,2013,Organizational,,,
COMM TO KEEP JUDGE MARVIN BLOUNT,2017,Special,,,
COMM TO KEEP JUDGE MCTHENIA,2010,First Quarter,,,
COMM TO KEEP JUDGE MCTHENIA,2010,Organizational,,,
COMM TO KEEP JUDGE MILLER,2015,Organizational,,,
COMM TO KEEP JUDGE MILLER,2015,Year End Semi-Annual,,,
COMM TO KEEP JUDGE MILLER,2016,First Quarter,,,
COMM TO KEEP JUDGE OLA LEWIS,2003,Final,,,
COMM TO KEEP JUDGE REINGOLD,2000,Third Quarter,X,,
COMM TO KEEP JUDGE REINGOLD,2004,Second Quarter,X,,
COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,2010,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,2010,Year End Semi-Annual,,,
COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,2011,Mid Year Semi-Annual,,,
COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,2011,Year End Semi-Annual,,,
COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,2012,First Quarter,,,
COMM TO KEEP JUDGE RICHARD RUSSELL DAVIS,2012,Second Quarter,,,
COMM TO KEEP JUDGE WALCZYK,2011,Mid Year Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2010,Mid Year Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2010,Year End Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2011,Mid Year Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2011,Year End Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2012,First Quarter,,,
COMM TO KEEP TAYLOR JUDGE,2012,Fourth Quarter,,,
COMM TO KEEP TAYLOR JUDGE,2012,Second Quarter,,,
COMM TO KEEP TAYLOR JUDGE,2012,Third Quarter,,,
COMM TO KEEP TAYLOR JUDGE,2013,Mid Year Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2013,Mid Year Semi-Annual,X,,
COMM TO KEEP TAYLOR JUDGE,2013,Year End Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2014,Mid Year Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2014,Year End Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2015,Mid Year Semi-Annual,,,
COMM TO KEEP TAYLOR JUDGE,2015,Year End Semi-Annual,,,
COMM TO KEEP TOMMY DAVIS JUDGE,2010,First Quarter,,,
COMM TO KEEP TOMMY DAVIS JUDGE,2010,Fourth Quarter,,,
COMM TO KEEP TOMMY DAVIS JUDGE,2010,Organizational,,,
COMM TO KEEP TOMMY DAVIS JUDGE,2010,Second Quarter,,,
COMM TO KEEP TOMMY DAVIS JUDGE,2010,Second Quarter,X,,
COMM TO KEEP TOMMY DAVIS JUDGE,2010,Third Quarter,,,
COMM TO RE- ELECT GALE ADAMS SUPERIOR COURT JUDGE,2020,Fourth Quarter,,,
COMM TO RE-ELECT AMY R SIGMON,2010,First Quarter,,,
COMM TO RE-ELECT AMY SIGMON WALKER,2014,First Quarter,,,
COMM TO RE-ELECT AMY SIGMON WALKER,2018,Mid Year Semi-Annual,,,
COMM TO RE-ELECT AMY SIGMON WALKER,2019,Mid Year Semi-Annual,,,
COMM TO RE-ELECT ANN MCKOWN DISTRICT COURT JUDGE,2002,Interim,X,,
COMM TO RE-ELECT ANNIE WARD MOBLEY,2014,Fourth Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,First Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,First Quarter,X,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,Fourth Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,Mid Year Semi-Annual,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,Organizational,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,Second Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,Third Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2010,Year End Semi-Annual,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2014,First Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2014,Fourth Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2014,Second Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2014,Third Quarter,,,
COMM TO RE-ELECT APRIL C WOOD DIST CT JUDGE,2017,Special,,,
COMM TO RE-ELECT BECKY CARNEY,2018,Fourth Quarter,X,,
COMM TO RE-ELECT BECKY TIN,2013,Mid Year Semi-Annual,,,
COMM TO RE-ELECT BECKY TIN,2013,Year End Semi-Annual,,,
COMM TO RE-ELECT BECKY TIN,2014,First Quarter,,,
COMM TO RE-ELECT BECKY TIN,2014,Fourth Quarter,,,
COMM TO RE-ELECT BECKY TIN,2014,Second Quarter,,,
COMM TO RE-ELECT BECKY TIN,2014,Third Quarter,,,
COMM TO RE-ELECT BECKY TIN,2014,Third Quarter,X,,
COMM TO RE-ELECT BECKY TIN,2016,Year End Semi-Annual,X,,
COMM TO RE-ELECT BECKY TIN,2017,Mid Year Semi-Annual,,,
COMM TO RE-ELECT BECKY TIN,2017,Special,,,
COMM TO RE-ELECT BECKY TIN,2018,Final,,,
COMM TO RE-ELECT BECKY TIN,2018,Final,X,,
COMM TO RE-ELECT BECKY TIN,2018,First Quarter,,,
COMM TO RE-ELECT BECKY TIN,2018,Second Quarter,,,
COMM TO RE-ELECT BECKY TIN,2018,Third Quarter,,,
COMM TO RE-ELECT BEVERLY A SCARLETT DIST CT JUDGE ,2020,Fourth Quarter,,,
COMM TO RE-ELECT BEVERLY A SCARLETT DIST CT JUDGE ,2020,Second Quarter,,,
COMM TO RE-ELECT CHARLES M VINCENT DIST CT JUDGE,2003,Organizational,X,,
COMM TO RE-ELECT CHARLIE BROWN,2002,Fourth Quarter,,,
COMM TO RE-ELECT CHARLIE BROWN,2003,Final,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2002,Fourth Quarter,X,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2002,Interim,X,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2002,Second Quarter,X,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2002,Third Quarter,X,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2003,Final,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2010,First Quarter,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2010,First Quarter,X,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2010,Fourth Quarter,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2010,Organizational,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2010,Second Quarter,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2010,Third Quarter,,,
COMM TO RE-ELECT CHIEF JUDGE ALFRED W KWASIKPUI,2011,Final,,,
COMM TO RE-ELECT CLARK EVERETT DA,2010,First Quarter,,,
COMM TO RE-ELECT CLARK EVERETT DA,2010,Organizational,,,
COMM TO RE-ELECT CLARK EVERETT DA,2010,Organizational,X,,
COMM TO RE-ELECT DALE GRAHAM DIST CT JUDGE,2009,Mid Year Semi-Annual,,,
COMM TO RE-ELECT DALE GRAHAM DIST CT JUDGE,2009,Year End Semi-Annual,,,
COMM TO RE-ELECT DALE GRAHAM DIST CT JUDGE,2010,Mid Year Semi-Annual,,,
